id,product_id,content,customer_id,rating
2368090,278790552,"Mình không hay xem anime, cũng không hay đọc truyện tranh kiểu như này, thời mình cày doreamon và conan xa xưa lắm luôn rồi mà giờ đến lượt OP lại đổ thính trong vòng vài nốt nhạc. Siêu siêu thích, highly reccommend cho bạn nào đang có hứng thú với cuốn này mà còn ngần ngại chưa thử đọc nhé ^^",5264999,5
15116678,278790552,"đừng mơ t đặt lần nữa,hàng dell bọc dell ấy j hết,nhăn nhúm hết cả",14782811,1
15125360,278790552,nó rất đẹp đáng mua nha,25885294,5
9048481,278790552,"sách đẹp k bị hư gì cả ❤❤
anh shipper giao rất nhanh",18958318,5
13999352,278790552,sản phẩm chất lượng,6506964,5
10409351,278790552,"sản phẩm mới , đẹp",22107644,5
14355650,278790552,Đóng gói ok,26390446,5
13714707,278790552,hàng rất tốt,25838223,5
14758805,278790552,hàng đẹp giao hàng nhanh,22794957,5
14164794,278790552,giáo hàng nhanh hàng oke đẹp,9655375,5
15841022,278790552,truyện hay,8585297,5
13204864,278790552,tốt,10321215,5
9982293,278790552,"one piece thì hay rồi, tiki giao hàng nhanh, gáy hơi xấu",19989507,5
8695117,278790552,ok,9663026,5
4426702,278790552,"chất lượn OK 
hàng đẹp như hình 
ưng",14836795,5
9098780,278790552,xịn lắm luôn í,16170079,5
2992105,278790552,Rất hài lòng về sản phẩm đặt vào ngày 12/2 chiều Hôm sau có liền❤,15799355,5
9360613,278790552,tốt,9852318,5
9530578,278790552,Ok,1773829,5
8272778,278790552,Sách đẹp,5436904,5
9049790,278790552,ok,21198208,5
3125527,278790552,tiki giao hàng nhanh hơn dự kiến .truyện không hư hại gì nội dung truyện rất hay,16691366,5
5067811,278790552,hàng rất tốt giao hàng nhanh,11940485,5
4243853,278790552,rất hài lòng,17900960,5
4083920,278790552,Hay,16170823,5
2150771,278790552,"Nội dung truyện thì khỏi bàn rồi, chất lượng thì tuyệt vời. Cảm ơn TIKI.",8392745,5
1991014,278790552,"Truyện giao nhanh k trầy, chất lượng ........... ..",7297352,5
348196,278790552,"Suốt 5 năm đọc one piece, tôi chưa bao giờ thấy hối tiếc vì đã đọc nó, chưa bao giờ tôi thấy thất vọng khi đọc nó. Tới giờ này cuộc hành trình của cậu bé Mũ Rơm đã là Zou - một hòn đảo trên lưng voi quả là ""thật không thể tưởng tượng nổi"". One Piece luôn như thế luôn khiến ta đi từ bất ngờ này đến bất ngờ khác. Ai mà biết cậu nhóc Luffy sẽ ăn trái Gomu Gomu no mi, ai mà biết thợ săn hải tặc Zoro lại thành hải tặc... không chỉ thế, one piece còn tràn đầy cảm xúc, đủ mùi vị cuộc sống. Những người bạn theo cách này hay cách khác, cùng nhau ngồi lại trên con thuyền của Luffy, cùng cậu vượt bao sóng gió, phiêu lưu khắp biển trời..............................................................................................................................................................................................................................................",1025858,5
329837,278790552,"Bìa rời đẹp, giấy xốp. Lù ra khơi trên chiếc thuyền nhỏ. Cuộc hành trình của cậu bắt đầu. Ước mơ làm hải tặc trở thành 1 con người tự do được ấp ủ từ nhỏ, với chiếc mũ rơm Shank trao cậu. Sóng gió ngoài khơi nhưng cậu vẫn lạc quan khi nói tôi là Luffy và tôi sẽ trở thành vua hải tặc. Mới ra khơi ng cậu gặp đầu tiên là Coby, 1 cậu bé với ước mơ trở thành hải quân. Dù ước mơ đối nghịch hai ng vẫn là bạn. Ở tập này Lu đã bắt đầu tìm thấy ng đồng đội đầu tiên Zoro!",878741,3
362330,278790552,"One Piece là một bộ truyện nổi tiếng, có lượng tiêu thụ nhiều nhất ở Nhật Bản. Câu chuyện kể về chàng Luffy D.Monkey có tính cách khá ngây ngô, ngờ nghệch không sợ ai cả vì chú đã ăn được quả Gomu - Trái ác quỷ co dãn. Luffy sống rất lạc quan và có ước mơ trở thành hải tặc, tuy muốn trở thành hải tặc để tìm kiếm kho báu trong Đại hành trình, nhưng Luffy rất tốt bụng, ghét những lũ ""hải tặc xấu"", có lòng tốt trắc ẩn. Tập 1, cậu gặp Coby, người làm tay sai cho hải tặc và có ước mơ tham gia hải quân. Mong mai sau Coby và Luffy không đối đầu quá gay cấn ^^.",885166,5
1752918,278790552,"Bộ này thì quá nổi tiếng rồi, sách in tốt, Tiki giao hàng nhanh.",5989994,5
336674,278790552,"Đây là bộ truyện tranh tớ vô cùng yêu thích, tớ đã từng xem đi xem lại rất nhiều lần bộ truyện này nhưng vẫn không hề chán nó. Câu truyện kể về cuộc sống của những hải tặc cùng nhau đi tìm kho báu . Họ vượt qua biết bao nhiêu gian nan, gặp không ít khó khăn . Mỗi tập truyện là một hành trình mới lạ đến với họ nhưng họ luôn giữ vững lòng tin ý chí quyết tâm không bỏ cuộc. Bìa được thiết kế đẹp giấy in bóng . hy vọng sẽ có thêm phiên bản 2015 cho những tập truyện này",285257,5
368289,278790552,Mình cầm quyển truyện mình thấy rất háo hức mình xem hoạt hình rồi nên bây giờ muốn đọc thử truyên  xem thế nào. Bìa rất đẹp chất lượng giấy tốt mực in cũng đẹp nữa. Hình ảnh vẽ rất ngộ nghĩnh quả không hổ công mình mua. Mình thích nhất là luffy tập này nhìn luffy rất oai cả zoro cũng vậy nữa nami thì hơi bí ẩn gô bi nhút nhát quá lúc nào cũng sợ sệt còn luffy thì rất dễ thương và mạnh đánh những tên xấu xa cứu nguy cho dân lành từ giờ gôbi không đi cùng luffy nữa rồi không biết cậu ý sẽ ra sao muốn đọc tập tiếp theo quá đi,1102669,5
348591,278790552,"Sau khi đọc xong tập 1 mình đã rất thích thú với bộ truyện này và nhất định phải sưu tầm thêm nhiều tập nữa. Hiện nay dù mình chỉ mới hốt được 2 tập đầu vì không có dịp ra thành phố để mua thêm nhiều tập do mình ở miền quê, thị trấn, mà ở đó cũng không có truyện này. Mình chỉ có thể ra thành phố mua khi sinh nhật hoặc đến năm học mới. Sau khi biết tới trang tiki mình có thể đặt mua mà không tốn công sức nữa^ Thế giới hải tặc đang đến gần!
Và, bạn biết không, bạn có thể gọi mình là Hải Tặc nếu muốn vì tên mình có chữ Hải mà :P",1026242,5
392523,278785576,"Mình đặt mua truyện này cho một chị bạn, khi cầm quyển sách trên tay mình cảm thấy chưa hài lòng lắm. Điểm trừ này không phải lỗi của Tiki mà là của nhà xuất bản. Quyển sách giá 19.000 ngàn đồng nhưng giấy lại không chất lượng mấy. So với giấy hồi đó đọc thì chỉ hơn được chút xíu. Mình cảm thấy rất tiếc vì đặt sách này cho người bạn là vì người này định sưu tập lại nguyên bộ truyện tranh Bảy viên ngọc rồng nhưng khi mua thì truyện liên tục hết hàng. Giá như Tiki có bán nguyên combo 3, 5 quyển hay 10 quyển thì hay quá! Chứ đợi hoài mà không có cuốn mình cần, nản quá!",1085969,4
379549,278785576,"Một bộ truyện đã xưa cũ nhưng lại mang cảm giác cho người đọc không hề xưa cũ. Dragon Ball - Bảy viên ngọc rồng thực sự là một bộ truyện của tuổi thơ.
Dragon Ball những tập đầu tiên mang lại cho người đọc một cảm giác hài hước, hay lắm. Càng ngày thì càng nghiêm túc, càng nhiều chi tiết chiến đấu, làm giảm những chi tiết hài hước nhưng chất lượng truyện vẫn rất cao, không hề nhàm chán chút nào.
Tập này nói về sự xuất hiện của Songoku và Bulma, wow, một cậu bé Sayan sống một mình trong rừng, nhưng cậu lại rất vui vẻ và lạc quan với cuộc sống này. Muốn biết truyện thế nào thì hãy mua ngay những tập tiếp theo",885166,5
311879,278785576,"Tập truyện gắn liền với tuổi thơ tuy ít sách nhưng rất chất lượng của thế hệ 8x, đầu 9x như tôi. Tình tiết truyện thú vị, hấp dẫn, câu thoại hài hước, trong sáng và hình ảnh dễ thương, tếu tếu khiến cho tôi dù cho có đọc đi đọc lại nhiều lần cũng không thấy chán. Có thể thuộc làu tình tiết diễn biến và câu nói điển hình của các nhân vật. Đó cũng chính là lý do dù đã đọc rồi tôi vẫn chọn mua cho cháu mình vì tôi thấy nó hay và có ích cho cháu. Cộng với nay bìa truyện đúng là đẹp hơn ngày xưa nhiều, nhìn bắt mắt lắm luôn.",63376,5
179969,278785576,"Dây là bộ truyện tranh Nhật gắn liền với năm tháng tuổi thơ của mình! Lúc mình mua là bộ xuất bản 2004 giá 5.000 đồng một quyển. Mình đã đọc rất say mê, bây giờ Kim Đồng xuất bản lại thấy rất thích. In ấn, design, đồ họa đẹp hơn trước rất nhiều. Bìa rời, giấy xốp ""đúng chuẩn manga"" thần thánh. Cầm dày và thích hơn bộ cũ. Nội dung bộ này thì không chê vào đâu rồi. Nét vẽ vô cùng đáng yêu, chuyện li kì hấp dẫn của khỉ con Songoku cùng những người bạn...Bộ manga ""huyền thoại"" mà anime(hoạt hình) cũng không thể so sánh bằng! Đúng là xem anime sống động hơn, nhưng vẫn thích cầm quyển truyện mà đọc, rất tuyệt! Những cảm giác mà anime không thể nào có được!!",303016,5
20234943,278777861,OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK nha,29827047,5
20234939,278777861,OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK nha,29827047,5
20207488,278777861,Có quý độc giả nào biết nơi nao bán bộ này chỉ giúp em tks,29827047,5
20202910,278777861,Ok Ok Ok Ok Ok Ok Ok Ok Ok  Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok Ok,29827047,5
20202907,278777861,Ok,29827047,5
20224778,278777851,sách bị móp 1 chút ở bìa sách đằng sau và gáy sách,30632405,4
20231517,278777851,thích lắmm:)),30632405,5
20231515,278777851,rất okee luôn,30632405,5
20231516,278777851,tuyệt vờii,30632405,5
20196328,278715265,"Lần đầu tiên đặt sách ở tiki shop mà ko nghĩ là sách tốt thế này luôn á, giá gốc là 196k nay săn đc có 121k cả ship hỏa tốc trong 2h, sách đẹp còn nguyên seal chưa bóc luôn, thik lắm luôn á",30555062,5
20226580,278715265,Đẹp xỉu,30650014,5
20197038,278710197,rất tốt,30484708,5
20210334,278638861,"T cũng không đến mức *** lắm nhưng học hết 2/3 sách vẫn không thấm nổi phương pháp dạy của quyển này. 
Mẫu bài viết trong phương pháp một kiểu, viết trong ielts thì lại kiểu khác. Viết ielts cũng cần nhiều kiến thức khác về cấu trúc và tư duy viết theo kiểu ielts, nhưng sách này chỉ dạy phương pháp tổng quát.
Dùng từ tối nghĩa, khó hiểu.
Giải thích chưa đủ bao quát, chưa đủ logic với phương pháp
=> nói chung là khi dùng phương pháp của sách này dậy để viết ielts và phân tích bài viết ielt khác thì t bị lú cl, chịu.",16181387,5
20206639,278638861,"Sách viết lan man k vào trọng tâm, đọc diễn đạt quá dài dòng mất thời gian, không đúng tỉnh thần IELTS. Các bạn nên mua các đầu sách uy tín như Cambrige học sẽ hệ thống đúng vấn đề hơn.",5161950,3
20233619,278638861,"Mình nhận được hàng sớm luôn. Sách đẹp, đóng gói rất ok. Mình sẽ ủng hộ",30672216,5
20179253,278638861,"Sách mới đẹp, và còn được Tiki bao sách miễn phí nữa",1091042,5
20235122,278523761,"Giao đúng, nhưng trễ 1 ngày so với dự báo",26227034,5
2004610,278523761,"Đầu năm tình cờ lên Đinh Lễ thấy có quảng cáo Teppei mới biết bộ truyện huyền thoại này lại xuất bản lại. Mua được tập 2 nhưng không có tập 1, lên Tiki tìm cái là có ngay - Tikinow 2 h sau là có truyện đọc. 

Truyện này cũng khá kén người đọc bởi nét vẽ khác  phong cách bây giờ - với nhiều người thì là xấu, nhưng mình thì lại thích vì nó thể hiện được bối cảnh xã hội thời đấy.",1665074,5
3201719,278523761,Hàng nhận okay ko rách. Nguyên vẹn đẹp. Bị cái giấy thuộc dạng mỏng le... cầm ko đã.,5178168,4
2022753,278523761,Tìm mua khắp nơi ko có. May quá Tiki còn. Rất thích bộ truyện này ?,9823230,5
2831387,278523761,"Sản phẩm chất lượng tốt, đẹp, giao hành nhanh chóng.",14370333,5
2003069,278523761,"Truyện đẹp, lâu lắm rồi mới đc đọc lại. Cười bể bụng",6338098,5
2555216,278523761,"Chất lượng tốt, như mô tả
Giao hàng nhanh và đóng gói cẩn thận",2232347,5
9419367,278496130,"Truyện siêu hay! Mik đọc lâu rồi mới đánh giá_ Mik thấy đa phần mọi người bt truyện qua anime    ( mik cũng vậy :)))))) ) Nét siêu đẹp luôn, mua về để đọc hay làm mẫu vẽ cũng Okela. Với 1 con wibu ngày đi học, đêm cày anime như mik thì đọc truyện cũng dzui dễ sợ. Ko liên quan nhưng mik chúc các bạn thi tốt ?. Cảm ơn vì đã đọc :-)",9032510,5
17839971,278496130,"Truyện hấp dẫn, hình ảnh rõ nét, bìa màu sắc đẹp.",23866807,5
16359397,278496130,"Giao nhanh mình chọn giao siêu tốc trước 2h trưa là có hàng, truyện in đẹp. Nội dung truyện hấp dẫn mình mua full bộ",8600068,5
2973921,278496130,ổn lắm ạ ???????? em rất thích đọc xong chỉ trong 1 ngày ạ đời phần 2 ạ ?????? em rất mong ♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪(┌・。・)┌♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )♪ \(^ω^\ )\(๑╹◡╹๑)ﾉ♬\(๑╹◡╹๑)ﾉ♬,16162234,5
19190389,278496130,"Hấp dẫn, ý nghĩa",5854121,5
2981585,278496130,"Mình đặt từ ngày 6, đến hôm nay thì nhận được. Sách về tay trong tình trạng nguyên vẹn dù đóng gói sơ sài. Tưởng không được tặng kèm miếng lót ly nhưng mở sách ra mới thấy hí hí～Trang giấy mềm khá thích. Duyệt.",15375589,5
3244062,278496130,"mình đâ dặt 3 cuốn truyện từ 1 tới ba giao đủ nhưng tập 1 thiếu lót li, mình nghĩ là hết quà tặng kèm nhưng giờ đọc nhận xết mới biết đó là phụ kiện đi kèm của mỗi quyển truyện. Qua 1 tuần rồi mới biết nên em ko đòi hỏi là tiki phải đổi lại truyện hay gì nhưng xin tiki hãy xem xét lại để ko có lần sau nữa",9747216,1
3189461,278496130,"Nội dung cũng tương đối (không thực sự quá ""xuất sắc"" như kì vọng của bản thân vì mình đã đọc qua rất nhiều manga ở các giai đoạn) ?
Dù cho không thể so bì với các bộ đã trở thành huyền thoại (của tuổi thơ nhiều người) về thể loại phiêu lưu, kỳ ảo (có đôi khi thêm một chút hoặc nhiều chút bi kịch, drama) như Inuyasha, Basara... Nhưng Kimetsu no Yaiba cũng có những cái riêng, cái độc đáo khi đặt ở thị trường ngày nay.
Nói chung đây là một bộ truyện đáng đọc, hơi bị overrated một tí nhưng nếu ai thích các thể loại (mình đã kể trên) thì cũng nên thử.
Không phải hương vị lạ nhưng có cái chất riêng (và dĩ nhiên không bị bão hoà khí đứng cạnh những dòng truyện theo xu hướng như hiện nay như romantic, slice of life...)",13529978,4
12474796,278496130,để mấy quyển truyện khác đè lên là hết.Nên cũng không có gì cằn nhằn🙂,16823743,5
3018191,278496130,"Sách đẹp, hình ảnh ổn. Chỉ có vấn đề ở phần phiên dịch. Nếu có thể xin nhà xuất bản đừng có dịch những nội dung sau mà hãy để nguyên gốc chữ latin : Tên truyện, tên nhân vật, tên địa danh, tên chiêu thức, hậu tố -san, -chan, -kun,... VD như đoạn gặp ông thầy ổng xưng ổng là ""Người dạy"" thật là chẳng hiểu gì luôn.",6886926,4
2968391,278496130,"Truyện về khá nhanh, mình đặt từ thứ 5 thì hôm nay thứ 7 đã nhận được rồi. Có một điều mình không hài lòng lắm là việc bảo quản vận chuyển truyện. Lúc mình nhận hàng thì hộp đựng bị méo, còn truyện bên trong không có bọc seal hay là bọc chống sốc, chỉ có mỗi quyển truyện trong cái hộp thế thôi, vậy nên là truyện hơi méo mép bìa và bị mở góc bìa một chút, còn lại thì mọi thứ đều ổn. Mình khá bất ngờ với bìa rời của truyện, cứ tưởng chỉ có một bìa thôi chứ ? Giấy truyện thì vẫn giấy xốp quen thuộc của Kim Đồng, mỏng nhẹ ? Nói chung là sẽ ủng hộ tiếp để sưu tầm hết bộ truyện này ❤",7423882,4
12674207,278496130,"Giao khá nhanh nhưng do vận chuyển nên hộp bị móp sách chỉ bị hơi cong một chút thôi, vẫn chấp nhận được",23987681,5
16593525,278496130,"Giao hàng đúng ngày, gói hộp chắc chắn nhưng cuốn truyện có bìa hơi bị gãy không đẹp mắt",5609200,4
18968485,278496130,"nezuko của tôi đẹp quá, muốn coi về phần của shinobu ghê huhu",19847344,5
14754482,278496130,"đẹp lắm nèee mở ra hơi ngỡ ngàng ngơ ngác và bật ngửa chút vì nó không có gì ngoài 2 quyển truyện-)) không có một miếng gì khác ngoài 2 quyển truyện luôn,may mà nó không móp gì cả!!",23855460,5
13600244,278496130,Có phần dưới bìa nó bị rách nên nhưng mình vẫn cho 5sao,7685663,5
2992002,278496130,"giao hơi lâu ạ ;VV còn lại thì đóng gói tốt , hàng về mừng rớt nước mắt , in nét , bìa cứng cáp UwU , nói chung là toẹt vời , nhưng mình nghĩ là nên thay lsot cốc thành bookmark lót xinh quá không dám xài ạ TvT
Rat tuyet voi xin cam on !!",16274932,5
13893858,278496130,"Mua biết bao lần ở Tiki lần này là thất vọng nhất. Gói hàng thì tả tơi không có gì chống sốc cho sách, sách bị bám bụi nhiều nữa.",7372987,4
2988446,278496130,"anh shipper thân thiện, giao hàng cũng nhanh lắm. nhưng so với những lần khác mình mua truyện thì lần này đóng gói cực kì sơ sài ạ, không có bao chống sốc hay gì cả mà chỉ có mỗi cuốn truyện trong cái hộp thôi, truyện bị móp lắm, cong cả cuốn truyện. nhưng bù lại chất lượng truyện vẫn tốt lắm ạ ♡♡",15355152,4
3012106,278496130,"Hàng về nhanh, chất lượng thì khỏi bàn. Nhưng đóng gói thì không được kỹ cho lắm vì không có lớp chống sốc có thể truyện sẽ bị móp. Nói chung là rất ưng ?",16286728,5
2940634,278496130,"Đặt hàng bất ngờ quá, kèm hộp đôi to đùng mở ra là được tặng poster. Xác định mua qua tiki là không có quà như đi xếp hàng. Rất may mắn là có . Cám ơn tiki rất nhiều về bất ngờ đầu năm mới",296442,5
2967475,278496130,"thời gian giao hàng oke , hàng nguyên vẹn , truyện thì nội dung khỏi nói , tiếc là có mấy bạn cũng đặt tiki mà được poster còn mình thì không , mà thôi cũng chả sao , tóm lại thì gooddddd",10069506,5
16924889,278496130,đóng gói tốt. giao hàng nhanh.,11132739,5
4517901,278496130,"truyện hay, tuy nhiên mình khá là không hài lòng về phần bảo quản truyện, trong cái hộp giấy chỉ có duy nhất quyển truyện mà không hề có xốp hay bọt biển để đỡ, thành ra truyện bị móp, méo ở một số góc.",16028125,5
6638429,278496130,Đặt tập 1 mà vẫn còn tặng lót ly nên vui xỉu luôn? còn gói hàng với thời gian giao hàng thì tiki hong có gì để chê hết??,9955587,5
3016518,278496130,"không hiểu sao lần này tiki đóng gói rất ẩu, rất không hợp lí và rất không vừa ý. Thay vì đóng gói bằng hộp dẹp (khoảng 20x15x3)  vừa với cuốn truyện thì tiki gói bằng hộp không vừa (khoảng 20x10x10), nên mở ra thì truyện bị cong. Xin lỗi vì mình là người sưu tập truyện, rất cưng truyện nên phải khắc khe vấn đề này. mong tiki khắc phục tình trạng này.",2166342,3
2967185,278496130,"1. Truyện giao về muộn hơn dự kiến ban đầu, khiến mình dù đặt hàng rất sớm mà tận hôm nay mình mới nhận được hàng, nhưng tiki đã gửi *** xin lỗi rồi nên thôi tạm bỏ qua : D
2. Khác với những lần mình mua sách trước đây, lần này sách không hề có nilong hay miếng xốp bọc ngoài để bảo vệ truyện, không - có - gì - cả!(sốc tập 2). Vì vậy truyện của mình bị móp phần gáy mà còn cong queo nữa :D Nhưng ok mình sẽ lấy lí do bớt nilong bớt xốp để bảo vệ môi trường nên bỏ qua vụ này :'D
3. Chất lượng giấy của truyện được xuất bản bởi Kim Đồng thì ai cũng biết nên không cần nói nữa : D Phần dịch thuật ok trừ đoạn xưng hô với thầy Urokodaki ra.
4. Ngoài ra không còn vấn đề gì nữa : D
Mong tiki khắc phục 2 lỗi đầu tiên ở trên để nâng cao chất lượng dịch vụ hơn ạ",12260022,4
5160266,278496130,"Trước h mình đặt tiki đều thấy đóng cản thận. Nhưng lần này mình đặt bộ 14 quyển thùng đựng thì rộng, truyện thì cứ thả vào mà hk chịu gói sắp xếp lại. Đúng vào mùa mưa nữa chứ. Thua đóng gói bên fahasha nhiều",291711,1
8221383,278496130,tuy giao hơi lâu nhưng mà vì chất lượng tốt nên mình rất thích chờ lâu lắm giờ mới dám bỏ tiền ra mua full hơi tiếc gì tầm này mua thì nó hết mất quà tặng,20420369,5
14037122,278496130,Giao nhanh đóng gói ẩu,23881507,5
12427494,278496130,Truyện lần này được bọc kĩ lắm nên không lo bị bóp hay méo ở đâu,23497721,5
16472887,278496130,"Truyện xinh lắm, tiki đống gói ẩu nhưngmay mà ko bị df",17631412,5
16303254,278496130,Tốt đóng gói nhanh,27379701,5
2930797,278496130,"Anh giao tận tình, giao nhanh chóng, chất lượng sản tuyệt vời, sách bên trong không bị móp méo là ưng lắm rồi ạ, đã vậy tranh lại rất xinh xẻo, mượt mà lấy ra mà em phần khích !!! Aaa, em trông lâu rồi mà bây h mới có mừng hết sức đã vậy hôm nay mới 1/2 nữa cơ !! Nói chung là tuyệt vời lắm ạ!!!",5957844,5
3212599,278496130,"hàng về nhanh, đóng gói chắc chắn, có lót ly, tiếc là ko có màng co ( ko thấy màng co nên sợ rớt cái lót ly, hên là vẫn còn ), mình xuôi ko có poster ( 1 số người có, chắc mấy người đó best nhân phẩm cmnr ), sách hay, nên mua, nếu chưa xem kny anime thì nên đọc cái này trước mới xem anime vì anime làm hay hơn manga ( theo mình )",12538979,5
16249946,278496130,sách đẹp lắm luôn,27165470,5
2971943,278496130,Truyện ship về nhanh hơn dự kiến. Được tiki tặng kèm cả lót ly. Cứ lo truyện phát hành xa khó mà mua được thì nhờ tiki mà truyện về ngon lành luôn~ Cảm ơn tiki,8124369,5
3270199,278496130,"hàng giao đến nhanh hơn dự kiến, sản phẩm đẹp, chất lượng, nhưng phần bìa hơi bị nhăn chút xíu, có thể do khi đóng gói hàng ko bọc lớp bảo vệ, nhưng hàng vẫn cực kì chất lượng!!",15305632,5
2977151,278496130,Tuy ship hàng hơi lâu và không được tặng kèm poster nhưng mình rất hài lòng về sản phẩm!,6357970,5
16229921,278496130,"🥲🥲 Tiki làm ơn gói hàng có chống sốc giùm e, please",12447811,3
16741851,278496130,Giao nhanh,11996026,5
16715922,278496130,Ship nhanh,335850,5
16316423,278496130,"giao hàng rất lẹ .tiền ship ko mắc ., shipper zui zẻ",27452120,5
3119604,278496130,"giao nhanh kinh khủng
truyện không có vấn đề gì
đều okay hết
truyện bóng loáng khá.... .__. 
đều okay 
không có vấn đề gì nên các cau cứ yên tâm mà mua",16663704,5
16353194,278496130,Bìa bị méo=((,27457906,4
2967528,278496130,"Sản phẩm đẹp, k bị bẩn hay rách. Tuy không được tặng kèm poster nhưng lại có giấy lót ly rất cute. Rất hài lòng!!!!",7862061,5
